timestamp,codice,nome_luogo_partenza,coord_partenza,quartiere_partenza,id_fermata_partenza,fermata_partenza,nome_luogo_arrivo,coord_arrivo,quartiere_arrivo,id_fermata_arrivo,fermata_arrivo

